tipo producto,precio,cantidad,credit card,marca,fecha,categoria,subcategoria
fire pits & heaters,4737.41,14,jcb,Abbyson Living,15/05/2008,home furniture & patio,patio & garden
lawn & garden,3404.91,14,americanexpress,Room Essentials,09/08/2011,home furniture & patio,patio & garden
patio sets,5203.19,12,americanexpress,Abbyson Living,05/06/2012,home furniture & patio,patio & garden
fire pits & heaters,8147.37,16,switch,Cuisinart,12/02/2013,home furniture & patio,patio & garden
grills & outdoor cooking,2631.39,8,jcb,Cuisinart,25/09/2006,home furniture & patio,patio & garden
patio sets,5495.77,3,diners-club-carte-blanche,Mr. Coffee,14/02/2009,home furniture & patio,patio & garden
grills & outdoor cooking,9466.97,11,laser,Abbyson Living,25/09/2012,home furniture & patio,patio & garden
outdoor lighting,3334.7,10,visa-electron,Mr. Coffee,23/05/2005,home furniture & patio,patio & garden
patio furniture,1020.32,4,jcb,Abbyson Living,25/08/2013,home furniture & patio,patio & garden
lawn & garden,1544.27,2,visa,Skyline,26/05/2005,home furniture & patio,patio & garden
patio sets,1914.83,2,diners-club-carte-blanche,Smith & Hawken,03/07/2011,home furniture & patio,patio & garden
outdoor rugs,4505.1,12,jcb,CHEFS,07/02/2011,home furniture & patio,patio & garden
patio furniture,9567.58,6,maestro,Room Essentials,27/10/2011,home furniture & patio,patio & garden
fire pits & heaters,6535.27,14,jcb,Hamilton Beach,13/08/2006,home furniture & patio,patio & garden
umbrellas,5451.62,6,jcb,Abbyson Living,24/10/2010,home furniture & patio,patio & garden
patio furniture,6425.23,4,switch,Threshold,09/06/2010,home furniture & patio,patio & garden
patio accessories,4997.42,17,visa-electron,Skyline,31/10/2013,home furniture & patio,patio & garden
umbrellas,7022.2,9,jcb,Cuisinart,19/07/2014,home furniture & patio,patio & garden
outdoor rugs,8041.67,16,jcb,Cuisinart,16/04/2009,home furniture & patio,patio & garden
fire pits & heaters,6287.37,2,visa,Abbyson Living,18/07/2007,home furniture & patio,patio & garden
grills & outdoor cooking,2543.88,5,jcb,Polywood,12/09/2013,home furniture & patio,patio & garden
outdoor lighting,3311.7,17,laser,Room Essentials,06/06/2014,home furniture & patio,patio & garden
fire pits & heaters,1169.38,13,maestro,Skyline,06/06/2010,home furniture & patio,patio & garden
outdoor lighting,6705.51,16,switch,Mr. Coffee,18/10/2006,home furniture & patio,patio & garden
patio sets,5972.85,18,jcb,Threshold,19/09/2013,home furniture & patio,patio & garden
umbrellas,5378.57,11,switch,Zuo,09/06/2014,home furniture & patio,patio & garden
patio furniture,9369.6,17,jcb,Cuisinart,05/02/2012,home furniture & patio,patio & garden
lawn & garden,2944.23,17,jcb,Mr. Coffee,09/11/2012,home furniture & patio,patio & garden
umbrellas,6998.62,4,jcb,Skyline,08/03/2015,home furniture & patio,patio & garden
outdoor lighting,1789.73,17,maestro,Polywood,02/02/2010,home furniture & patio,patio & garden
grills & outdoor cooking,8675.05,10,jcb,Skyline,09/11/2008,home furniture & patio,patio & garden
umbrellas,1908.24,18,diners-club-carte-blanche,Calphalon,05/02/2014,home furniture & patio,patio & garden
patio sets,301.41,5,china-unionpay,Threshold,21/12/2013,home furniture & patio,patio & garden
umbrellas,4158.39,18,diners-club-international,Hamilton Beach,30/03/2014,home furniture & patio,patio & garden
lawn & garden,1195.41,11,jcb,Safavieh,17/05/2006,home furniture & patio,patio & garden
lawn & garden,8019.42,6,jcb,Abbyson Living,24/03/2015,home furniture & patio,patio & garden
patio accessories,2583.27,12,bankcard,CHEFS,08/02/2010,home furniture & patio,patio & garden
grills & outdoor cooking,7302.7,13,bankcard,Polywood,01/12/2006,home furniture & patio,patio & garden
grills & outdoor cooking,5920.13,9,china-unionpay,Hamilton Beach,26/03/2008,home furniture & patio,patio & garden
outdoor rugs,1327.74,18,maestro,Joseph Joseph,13/08/2011,home furniture & patio,patio & garden
lawn & garden,7840.03,10,jcb,Polywood,08/05/2007,home furniture & patio,patio & garden
patio furniture,4691.61,2,jcb,Safavieh,22/01/2015,home furniture & patio,patio & garden
grills & outdoor cooking,7287.08,7,maestro,Joseph Joseph,22/10/2014,home furniture & patio,patio & garden
patio furniture,7641.95,4,jcb,Cuisinart,25/08/2007,home furniture & patio,patio & garden
patio sets,2377.86,1,maestro,Keurig,31/07/2005,home furniture & patio,patio & garden
patio sets,9228.08,5,jcb,Joseph Joseph,19/07/2009,home furniture & patio,patio & garden
umbrellas,8380.72,13,visa-electron,CHEFS,06/11/2005,home furniture & patio,patio & garden
outdoor decor,8083.64,14,switch,Threshold,23/11/2010,home furniture & patio,patio & garden
umbrellas,6329.04,3,bankcard,Skyline,17/03/2014,home furniture & patio,patio & garden
lawn & garden,2588.38,16,switch,Room Essentials,29/12/2009,home furniture & patio,patio & garden
outdoor rugs,5289.75,2,jcb,Abbyson Living,22/07/2012,home furniture & patio,patio & garden
outdoor lighting,2390.42,10,diners-club-us-ca,Joseph Joseph,16/02/2008,home furniture & patio,patio & garden
umbrellas,6555.09,17,solo,Smith & Hawken,14/01/2014,home furniture & patio,patio & garden
grills & outdoor cooking,918.97,12,switch,Mr. Coffee,23/02/2012,home furniture & patio,patio & garden
umbrellas,67.94,11,jcb,Calphalon,15/01/2007,home furniture & patio,patio & garden
umbrellas,5815.44,18,mastercard,Safavieh,09/10/2009,home furniture & patio,patio & garden
outdoor rugs,7855.15,4,maestro,Safavieh,17/08/2009,home furniture & patio,patio & garden
outdoor decor,9697.94,14,switch,Threshold,05/03/2015,home furniture & patio,patio & garden
outdoor lighting,8682.41,10,diners-club-carte-blanche,CHEFS,30/01/2006,home furniture & patio,patio & garden
outdoor lighting,3073.99,18,jcb,CHEFS,01/11/2006,home furniture & patio,patio & garden
patio furniture,1098.29,14,jcb,KitchenAid,12/06/2011,home furniture & patio,patio & garden
outdoor rugs,5023.78,2,laser,Keurig,20/05/2013,home furniture & patio,patio & garden
patio furniture,6323.75,19,americanexpress,Keurig,19/12/2008,home furniture & patio,patio & garden
outdoor lighting,3556.07,2,diners-club-carte-blanche,Cuisinart,10/09/2014,home furniture & patio,patio & garden
outdoor decor,8537.67,18,jcb,Threshold,23/09/2014,home furniture & patio,patio & garden
lawn & garden,7128.18,1,jcb,Hamilton Beach,01/04/2011,home furniture & patio,patio & garden
grills & outdoor cooking,8223.4,4,diners-club-carte-blanche,Threshold,15/09/2010,home furniture & patio,patio & garden
patio sets,6272.18,17,jcb,Skyline,30/05/2013,home furniture & patio,patio & garden
patio accessories,2562,14,bankcard,Hamilton Beach,07/07/2009,home furniture & patio,patio & garden
fire pits & heaters,3383.83,14,visa,Abbyson Living,13/05/2010,home furniture & patio,patio & garden
patio sets,8231.24,4,diners-club-carte-blanche,Joseph Joseph,28/08/2005,home furniture & patio,patio & garden
patio sets,1217.61,6,maestro,Abbyson Living,18/02/2009,home furniture & patio,patio & garden
lawn & garden,4021.6,1,mastercard,KitchenAid,03/09/2013,home furniture & patio,patio & garden
outdoor decor,5124.24,20,instapayment,Abbyson Living,26/05/2005,home furniture & patio,patio & garden
umbrellas,4486.71,8,maestro,Smith & Hawken,20/08/2008,home furniture & patio,patio & garden
lawn & garden,4345.69,17,jcb,Abbyson Living,18/12/2005,home furniture & patio,patio & garden
outdoor decor,3005.44,19,jcb,Cuisinart,20/11/2013,home furniture & patio,patio & garden
outdoor rugs,2978.73,19,laser,Mr. Coffee,12/12/2010,home furniture & patio,patio & garden
patio sets,6688.38,9,mastercard,Polywood,13/04/2015,home furniture & patio,patio & garden
outdoor lighting,7397.33,8,switch,Cuisinart,11/05/2006,home furniture & patio,patio & garden
outdoor lighting,6160.4,13,visa,Zuo,21/06/2005,home furniture & patio,patio & garden
patio accessories,7690.29,10,china-unionpay,KitchenAid,17/06/2006,home furniture & patio,patio & garden
fire pits & heaters,0.64,13,jcb,KitchenAid,13/06/2006,home furniture & patio,patio & garden
outdoor decor,8077.46,16,jcb,Cuisinart,18/01/2007,home furniture & patio,patio & garden
outdoor rugs,9523.77,10,americanexpress,CHEFS,05/02/2008,home furniture & patio,patio & garden
patio furniture,5224.53,6,jcb,CHEFS,22/12/2005,home furniture & patio,patio & garden
grills & outdoor cooking,4602.11,8,china-unionpay,Calphalon,22/05/2005,home furniture & patio,patio & garden
fire pits & heaters,5091.55,16,instapayment,Calphalon,24/12/2008,home furniture & patio,patio & garden
outdoor lighting,4792.52,13,maestro,Polywood,06/10/2009,home furniture & patio,patio & garden
patio accessories,3504.1,3,diners-club-enroute,Safavieh,06/12/2010,home furniture & patio,patio & garden
outdoor lighting,3530.14,5,visa-electron,Safavieh,29/12/2009,home furniture & patio,patio & garden
outdoor decor,5043.72,16,bankcard,Threshold,10/09/2010,home furniture & patio,patio & garden
umbrellas,7865.43,8,switch,Keurig,15/04/2010,home furniture & patio,patio & garden
patio accessories,3906.61,4,jcb,Keurig,18/10/2014,home furniture & patio,patio & garden
outdoor lighting,6293.69,15,switch,Joseph Joseph,22/10/2008,home furniture & patio,patio & garden
outdoor rugs,8254.75,18,switch,Polywood,11/01/2010,home furniture & patio,patio & garden
outdoor lighting,9697.61,15,jcb,Safavieh,29/10/2005,home furniture & patio,patio & garden
fire pits & heaters,3665.02,9,diners-club-carte-blanche,Smith & Hawken,18/10/2013,home furniture & patio,patio & garden
patio furniture,6918.61,5,visa-electron,CHEFS,08/10/2013,home furniture & patio,patio & garden
lawn & garden,9532.4,16,maestro,Keurig,11/04/2011,home furniture & patio,patio & garden
umbrellas,2340.6,5,jcb,Hamilton Beach,15/02/2010,home furniture & patio,patio & garden
outdoor decor,7234.85,16,diners-club-carte-blanche,Zuo,22/10/2011,home furniture & patio,patio & garden
fire pits & heaters,4710.07,18,china-unionpay,Safavieh,04/06/2007,home furniture & patio,patio & garden
fire pits & heaters,1257,4,jcb,Threshold,25/03/2006,home furniture & patio,patio & garden
patio furniture,1670.75,15,americanexpress,Threshold,28/04/2011,home furniture & patio,patio & garden
grills & outdoor cooking,166.74,6,jcb,Cuisinart,21/06/2006,home furniture & patio,patio & garden
lawn & garden,3463.16,9,mastercard,KitchenAid,24/09/2006,home furniture & patio,patio & garden
outdoor lighting,5048.23,10,instapayment,Cuisinart,31/12/2014,home furniture & patio,patio & garden
grills & outdoor cooking,422.7,13,maestro,KitchenAid,08/06/2010,home furniture & patio,patio & garden
patio sets,751.22,20,jcb,Skyline,28/11/2013,home furniture & patio,patio & garden
fire pits & heaters,1319.3,2,jcb,Polywood,27/08/2006,home furniture & patio,patio & garden
patio accessories,6631.93,9,visa-electron,Cuisinart,12/12/2006,home furniture & patio,patio & garden
umbrellas,5934.15,19,jcb,Abbyson Living,11/05/2011,home furniture & patio,patio & garden
grills & outdoor cooking,96.22,1,jcb,Safavieh,30/01/2011,home furniture & patio,patio & garden
patio sets,58.56,1,jcb,Joseph Joseph,10/11/2008,home furniture & patio,patio & garden
patio furniture,9227.09,13,jcb,Zuo,12/09/2014,home furniture & patio,patio & garden
umbrellas,2461.48,4,jcb,Keurig,03/06/2007,home furniture & patio,patio & garden
patio sets,2396.02,16,jcb,Keurig,20/07/2013,home furniture & patio,patio & garden
patio sets,3271.79,13,maestro,Cuisinart,31/05/2007,home furniture & patio,patio & garden
patio furniture,7759.67,7,americanexpress,Joseph Joseph,30/07/2013,home furniture & patio,patio & garden
patio furniture,2079.89,6,jcb,Abbyson Living,31/03/2007,home furniture & patio,patio & garden
patio accessories,2719.11,20,americanexpress,Safavieh,08/07/2009,home furniture & patio,patio & garden
umbrellas,4025.64,9,jcb,CHEFS,22/06/2012,home furniture & patio,patio & garden
grills & outdoor cooking,9318.3,10,diners-club-enroute,Cuisinart,30/04/2014,home furniture & patio,patio & garden
patio accessories,1321.6,5,mastercard,Polywood,20/08/2008,home furniture & patio,patio & garden
outdoor rugs,247.65,13,mastercard,Cuisinart,02/07/2006,home furniture & patio,patio & garden
outdoor rugs,5870.16,18,visa,Mr. Coffee,08/01/2014,home furniture & patio,patio & garden
outdoor lighting,185.17,20,diners-club-enroute,CHEFS,21/10/2007,home furniture & patio,patio & garden
outdoor decor,1845.09,6,diners-club-us-ca,CHEFS,08/08/2006,home furniture & patio,patio & garden
patio accessories,1280.21,12,jcb,CHEFS,08/10/2007,home furniture & patio,patio & garden
patio sets,7925.06,17,jcb,Threshold,20/02/2007,home furniture & patio,patio & garden
outdoor lighting,8486.37,9,laser,Safavieh,05/06/2006,home furniture & patio,patio & garden
outdoor decor,8162.19,7,switch,Hamilton Beach,18/05/2007,home furniture & patio,patio & garden
patio furniture,9147.38,11,jcb,Zuo,29/04/2011,home furniture & patio,patio & garden
patio accessories,7678.98,19,visa-electron,Zuo,09/01/2014,home furniture & patio,patio & garden
outdoor lighting,805.56,2,diners-club-us-ca,Keurig,02/06/2010,home furniture & patio,patio & garden
grills & outdoor cooking,2428.31,19,jcb,Cuisinart,25/09/2010,home furniture & patio,patio & garden
lawn & garden,8185.04,1,visa-electron,CHEFS,01/11/2006,home furniture & patio,patio & garden
grills & outdoor cooking,4776.37,9,jcb,Smith & Hawken,05/01/2011,home furniture & patio,patio & garden
patio accessories,2840.26,17,americanexpress,Polywood,20/02/2006,home furniture & patio,patio & garden
outdoor rugs,8084.47,18,switch,Threshold,27/01/2009,home furniture & patio,patio & garden
patio furniture,8075.91,11,mastercard,Room Essentials,20/12/2010,home furniture & patio,patio & garden
fire pits & heaters,1363.71,18,americanexpress,Safavieh,04/01/2007,home furniture & patio,patio & garden
umbrellas,1261.29,3,jcb,Calphalon,20/03/2009,home furniture & patio,patio & garden
umbrellas,4971.47,4,instapayment,Safavieh,11/06/2006,home furniture & patio,patio & garden
outdoor decor,719.73,19,jcb,Keurig,21/06/2014,home furniture & patio,patio & garden
patio sets,9495.87,2,jcb,Threshold,19/07/2011,home furniture & patio,patio & garden
fire pits & heaters,7946.59,18,diners-club-carte-blanche,Calphalon,27/07/2012,home furniture & patio,patio & garden
fire pits & heaters,4785.11,18,switch,Threshold,12/04/2007,home furniture & patio,patio & garden
outdoor lighting,9256.14,11,jcb,Calphalon,23/08/2012,home furniture & patio,patio & garden
lawn & garden,2991.02,5,visa-electron,Zuo,03/08/2005,home furniture & patio,patio & garden
outdoor decor,9459.89,4,jcb,Safavieh,16/02/2012,home furniture & patio,patio & garden
outdoor lighting,6072.85,19,china-unionpay,Polywood,29/04/2015,home furniture & patio,patio & garden
lawn & garden,5290.77,16,jcb,Hamilton Beach,15/07/2014,home furniture & patio,patio & garden
patio furniture,8004.02,8,jcb,Hamilton Beach,18/11/2008,home furniture & patio,patio & garden
outdoor decor,2477.14,9,maestro,Abbyson Living,20/09/2007,home furniture & patio,patio & garden
lawn & garden,4858.15,11,jcb,Smith & Hawken,26/02/2010,home furniture & patio,patio & garden
patio accessories,5582,12,visa,Joseph Joseph,05/07/2012,home furniture & patio,patio & garden
patio accessories,4611.1,7,mastercard,Abbyson Living,15/10/2005,home furniture & patio,patio & garden
grills & outdoor cooking,1002.59,3,jcb,Mr. Coffee,21/03/2012,home furniture & patio,patio & garden
fire pits & heaters,7992.88,8,visa,Threshold,19/05/2007,home furniture & patio,patio & garden
fire pits & heaters,9189.94,16,jcb,Abbyson Living,19/09/2011,home furniture & patio,patio & garden
grills & outdoor cooking,2052.72,4,diners-club-enroute,Cuisinart,10/06/2008,home furniture & patio,patio & garden
patio accessories,1311.24,4,jcb,Threshold,01/07/2009,home furniture & patio,patio & garden
outdoor rugs,914.02,8,jcb,Zuo,11/07/2008,home furniture & patio,patio & garden
fire pits & heaters,5562.84,6,mastercard,Mr. Coffee,12/05/2009,home furniture & patio,patio & garden
patio furniture,9436.7,20,visa,Threshold,20/03/2011,home furniture & patio,patio & garden
outdoor lighting,9903.65,9,jcb,Mr. Coffee,31/12/2007,home furniture & patio,patio & garden
umbrellas,5141.19,8,maestro,Polywood,05/05/2009,home furniture & patio,patio & garden
outdoor rugs,2487.23,17,solo,Safavieh,01/07/2008,home furniture & patio,patio & garden
outdoor lighting,5607.17,20,diners-club-enroute,Polywood,13/12/2008,home furniture & patio,patio & garden
outdoor rugs,1585.14,4,switch,Polywood,05/01/2015,home furniture & patio,patio & garden
outdoor rugs,7587.14,15,instapayment,Threshold,14/04/2006,home furniture & patio,patio & garden
lawn & garden,2760.64,16,jcb,Polywood,15/12/2010,home furniture & patio,patio & garden
patio sets,5721.44,12,bankcard,Skyline,10/02/2015,home furniture & patio,patio & garden
grills & outdoor cooking,6696.59,12,switch,Polywood,08/04/2006,home furniture & patio,patio & garden
patio sets,98.58,17,mastercard,Zuo,13/08/2014,home furniture & patio,patio & garden
patio accessories,7332.35,13,diners-club-us-ca,Mr. Coffee,24/04/2010,home furniture & patio,patio & garden
lawn & garden,3422.87,13,china-unionpay,Skyline,07/08/2013,home furniture & patio,patio & garden
patio sets,7703.53,4,mastercard,Safavieh,20/06/2011,home furniture & patio,patio & garden
patio sets,1035.19,15,visa,Keurig,03/04/2006,home furniture & patio,patio & garden
outdoor rugs,7848.26,7,jcb,CHEFS,31/08/2013,home furniture & patio,patio & garden
outdoor decor,7935.02,14,jcb,Calphalon,13/03/2006,home furniture & patio,patio & garden
outdoor decor,4575.87,6,jcb,Mr. Coffee,22/03/2013,home furniture & patio,patio & garden
outdoor lighting,7076.24,20,jcb,Keurig,13/05/2011,home furniture & patio,patio & garden
umbrellas,5933.15,1,jcb,Abbyson Living,27/05/2007,home furniture & patio,patio & garden
fire pits & heaters,8435.62,2,jcb,CHEFS,11/01/2015,home furniture & patio,patio & garden
fire pits & heaters,2628.67,12,jcb,Joseph Joseph,28/10/2010,home furniture & patio,patio & garden
patio accessories,7597.96,18,jcb,Polywood,15/06/2010,home furniture & patio,patio & garden
patio accessories,3775.65,8,diners-club-carte-blanche,Calphalon,20/06/2008,home furniture & patio,patio & garden
lawn & garden,7091.92,17,jcb,Abbyson Living,28/02/2008,home furniture & patio,patio & garden
lawn & garden,5486.84,12,jcb,Mr. Coffee,06/09/2012,home furniture & patio,patio & garden
patio furniture,2075.54,18,maestro,Mr. Coffee,11/09/2006,home furniture & patio,patio & garden
grills & outdoor cooking,4576.62,16,diners-club-carte-blanche,Safavieh,21/11/2005,home furniture & patio,patio & garden
outdoor rugs,4114.15,4,jcb,KitchenAid,10/12/2013,home furniture & patio,patio & garden
outdoor decor,3457.59,17,solo,KitchenAid,16/11/2014,home furniture & patio,patio & garden
lawn & garden,3186.3,19,mastercard,CHEFS,09/12/2010,home furniture & patio,patio & garden
patio furniture,18.23,3,jcb,Joseph Joseph,26/09/2008,home furniture & patio,patio & garden
grills & outdoor cooking,566.98,14,jcb,KitchenAid,17/09/2010,home furniture & patio,patio & garden
patio sets,8914.96,10,americanexpress,Mr. Coffee,19/11/2012,home furniture & patio,patio & garden
umbrellas,9597.27,18,mastercard,CHEFS,30/09/2010,home furniture & patio,patio & garden
grills & outdoor cooking,1173.46,1,solo,Cuisinart,07/02/2010,home furniture & patio,patio & garden
outdoor decor,3291.4,1,jcb,Cuisinart,08/10/2008,home furniture & patio,patio & garden
fire pits & heaters,6064.75,1,diners-club-us-ca,Abbyson Living,24/10/2009,home furniture & patio,patio & garden
outdoor decor,2356.13,16,jcb,CHEFS,05/12/2014,home furniture & patio,patio & garden
lawn & garden,7489.45,18,jcb,CHEFS,25/09/2008,home furniture & patio,patio & garden
grills & outdoor cooking,1810.74,10,visa,Zuo,14/07/2009,home furniture & patio,patio & garden
umbrellas,8570.42,1,jcb,Smith & Hawken,27/06/2012,home furniture & patio,patio & garden
patio furniture,9984.41,15,americanexpress,Joseph Joseph,04/03/2012,home furniture & patio,patio & garden
outdoor lighting,6237.3,16,diners-club-enroute,Threshold,27/07/2011,home furniture & patio,patio & garden
lawn & garden,8286.52,9,jcb,Zuo,28/01/2012,home furniture & patio,patio & garden
grills & outdoor cooking,9546.85,7,jcb,Skyline,19/09/2009,home furniture & patio,patio & garden
umbrellas,580.36,13,mastercard,Zuo,19/04/2007,home furniture & patio,patio & garden
umbrellas,5255.58,15,jcb,Abbyson Living,26/06/2007,home furniture & patio,patio & garden
fire pits & heaters,2977.97,17,jcb,Threshold,02/04/2012,home furniture & patio,patio & garden
outdoor decor,260.73,14,mastercard,Polywood,08/08/2010,home furniture & patio,patio & garden
outdoor lighting,7656.91,9,maestro,Zuo,05/03/2008,home furniture & patio,patio & garden
patio accessories,1745.83,15,americanexpress,Mr. Coffee,17/03/2010,home furniture & patio,patio & garden
patio furniture,2450.85,3,jcb,Polywood,03/06/2009,home furniture & patio,patio & garden
outdoor decor,6002.94,7,jcb,Hamilton Beach,24/10/2011,home furniture & patio,patio & garden
outdoor rugs,6321.7,1,jcb,Joseph Joseph,27/03/2008,home furniture & patio,patio & garden
umbrellas,4100.48,9,mastercard,Joseph Joseph,07/05/2013,home furniture & patio,patio & garden
outdoor rugs,2085.77,1,diners-club-carte-blanche,Zuo,18/06/2005,home furniture & patio,patio & garden
outdoor decor,7261.82,9,americanexpress,Joseph Joseph,19/09/2005,home furniture & patio,patio & garden
outdoor rugs,3694.32,14,maestro,Keurig,17/12/2007,home furniture & patio,patio & garden
patio accessories,1398.11,18,mastercard,Keurig,31/12/2011,home furniture & patio,patio & garden
grills & outdoor cooking,6076.95,8,bankcard,Safavieh,20/01/2015,home furniture & patio,patio & garden
outdoor decor,5264.8,1,jcb,KitchenAid,02/03/2012,home furniture & patio,patio & garden
outdoor decor,5283.91,8,solo,Cuisinart,23/12/2008,home furniture & patio,patio & garden
outdoor rugs,5592.43,9,china-unionpay,Hamilton Beach,06/07/2009,home furniture & patio,patio & garden
outdoor rugs,4648.49,17,americanexpress,Room Essentials,14/03/2010,home furniture & patio,patio & garden
outdoor lighting,5445.02,1,mastercard,Joseph Joseph,01/07/2010,home furniture & patio,patio & garden
fire pits & heaters,334.14,7,jcb,Zuo,05/03/2007,home furniture & patio,patio & garden
grills & outdoor cooking,7619.73,12,americanexpress,Threshold,08/01/2008,home furniture & patio,patio & garden
patio accessories,485.2,10,bankcard,Threshold,17/05/2014,home furniture & patio,patio & garden
outdoor lighting,7782.34,17,bankcard,KitchenAid,23/01/2010,home furniture & patio,patio & garden
patio sets,8727.87,6,switch,Joseph Joseph,12/05/2012,home furniture & patio,patio & garden
outdoor rugs,6796.83,2,mastercard,Polywood,30/09/2008,home furniture & patio,patio & garden
fire pits & heaters,7265.59,16,visa-electron,Abbyson Living,29/04/2006,home furniture & patio,patio & garden
fire pits & heaters,8072.27,12,china-unionpay,Zuo,25/03/2008,home furniture & patio,patio & garden
umbrellas,4850.59,16,visa,Keurig,15/05/2012,home furniture & patio,patio & garden
patio accessories,9322.92,13,jcb,Cuisinart,16/09/2013,home furniture & patio,patio & garden
lawn & garden,3942.55,15,maestro,Threshold,09/01/2014,home furniture & patio,patio & garden
lawn & garden,7129.54,20,bankcard,Hamilton Beach,09/10/2010,home furniture & patio,patio & garden
patio sets,602.61,5,laser,Safavieh,16/05/2014,home furniture & patio,patio & garden
grills & outdoor cooking,7150.48,1,jcb,Skyline,12/01/2008,home furniture & patio,patio & garden
umbrellas,7223.41,11,jcb,Joseph Joseph,12/04/2008,home furniture & patio,patio & garden
lawn & garden,640.29,12,jcb,Hamilton Beach,16/10/2010,home furniture & patio,patio & garden
patio sets,6305.27,13,jcb,Smith & Hawken,22/06/2011,home furniture & patio,patio & garden
outdoor decor,2540.43,8,diners-club-us-ca,Mr. Coffee,07/05/2014,home furniture & patio,patio & garden
umbrellas,7696.01,9,jcb,Polywood,20/03/2006,home furniture & patio,patio & garden
patio sets,2834.34,11,maestro,CHEFS,01/10/2005,home furniture & patio,patio & garden
patio accessories,57.66,20,jcb,Abbyson Living,09/06/2005,home furniture & patio,patio & garden
grills & outdoor cooking,3158.98,1,instapayment,Threshold,22/03/2006,home furniture & patio,patio & garden
outdoor rugs,7160.63,9,diners-club-carte-blanche,Safavieh,13/04/2012,home furniture & patio,patio & garden
outdoor decor,9572.7,2,china-unionpay,Calphalon,09/02/2012,home furniture & patio,patio & garden
patio accessories,9876.27,1,visa-electron,Keurig,29/10/2014,home furniture & patio,patio & garden
patio furniture,770.9,4,maestro,Polywood,05/11/2011,home furniture & patio,patio & garden
grills & outdoor cooking,9212.08,13,jcb,Keurig,15/12/2010,home furniture & patio,patio & garden
fire pits & heaters,4504.29,12,jcb,Abbyson Living,27/11/2013,home furniture & patio,patio & garden
patio furniture,4969.12,15,diners-club-carte-blanche,Abbyson Living,06/07/2014,home furniture & patio,patio & garden
outdoor rugs,1261.72,18,maestro,CHEFS,01/06/2010,home furniture & patio,patio & garden
outdoor lighting,9783.13,1,jcb,Cuisinart,21/11/2010,home furniture & patio,patio & garden
grills & outdoor cooking,6735.78,7,jcb,Smith & Hawken,09/10/2011,home furniture & patio,patio & garden
outdoor decor,6892.95,4,jcb,Joseph Joseph,02/07/2006,home furniture & patio,patio & garden
outdoor decor,846.39,11,maestro,CHEFS,26/08/2011,home furniture & patio,patio & garden
outdoor decor,3089.88,6,instapayment,Smith & Hawken,18/01/2006,home furniture & patio,patio & garden
grills & outdoor cooking,1951.17,14,jcb,Hamilton Beach,01/04/2013,home furniture & patio,patio & garden
outdoor rugs,4253.44,17,americanexpress,Keurig,26/01/2010,home furniture & patio,patio & garden
patio accessories,8536.21,1,switch,Joseph Joseph,13/05/2007,home furniture & patio,patio & garden
outdoor lighting,4724.05,20,mastercard,Abbyson Living,25/01/2009,home furniture & patio,patio & garden
umbrellas,8800.74,16,mastercard,Smith & Hawken,13/04/2006,home furniture & patio,patio & garden
fire pits & heaters,148.77,19,china-unionpay,Calphalon,07/02/2015,home furniture & patio,patio & garden
patio sets,6070.92,3,laser,Joseph Joseph,08/07/2011,home furniture & patio,patio & garden
outdoor rugs,1567.24,4,mastercard,Threshold,12/03/2009,home furniture & patio,patio & garden
patio sets,5841.25,19,jcb,Safavieh,24/01/2007,home furniture & patio,patio & garden
lawn & garden,1258.69,11,visa-electron,Smith & Hawken,24/01/2013,home furniture & patio,patio & garden
patio sets,4910.66,6,jcb,KitchenAid,01/01/2013,home furniture & patio,patio & garden
fire pits & heaters,1604.26,20,jcb,Skyline,17/06/2010,home furniture & patio,patio & garden
fire pits & heaters,4563.18,12,maestro,Cuisinart,19/12/2014,home furniture & patio,patio & garden
patio furniture,9404.87,2,jcb,CHEFS,28/12/2010,home furniture & patio,patio & garden
outdoor rugs,2349.67,6,jcb,Threshold,21/09/2013,home furniture & patio,patio & garden
grills & outdoor cooking,2270.43,15,jcb,Polywood,26/12/2007,home furniture & patio,patio & garden
fire pits & heaters,4796.7,5,jcb,Hamilton Beach,01/01/2009,home furniture & patio,patio & garden
umbrellas,2642.65,9,china-unionpay,Keurig,14/06/2013,home furniture & patio,patio & garden
fire pits & heaters,2830.05,11,jcb,Safavieh,18/05/2011,home furniture & patio,patio & garden
patio accessories,8867.9,10,mastercard,Skyline,18/10/2014,home furniture & patio,patio & garden
patio furniture,9860.68,2,jcb,Room Essentials,13/06/2013,home furniture & patio,patio & garden
outdoor lighting,9072.78,12,jcb,Smith & Hawken,07/02/2011,home furniture & patio,patio & garden
lawn & garden,1478.34,16,visa,Zuo,18/07/2008,home furniture & patio,patio & garden
patio sets,9530.25,5,jcb,Calphalon,16/04/2011,home furniture & patio,patio & garden
patio furniture,658.56,16,jcb,Zuo,09/06/2009,home furniture & patio,patio & garden
outdoor decor,5892.52,18,instapayment,KitchenAid,09/05/2015,home furniture & patio,patio & garden
fire pits & heaters,6421.12,15,maestro,Keurig,01/05/2015,home furniture & patio,patio & garden
grills & outdoor cooking,1736.6,4,maestro,Joseph Joseph,29/05/2011,home furniture & patio,patio & garden
outdoor lighting,7674.17,15,jcb,Room Essentials,29/03/2012,home furniture & patio,patio & garden
patio sets,9443.23,18,diners-club-carte-blanche,Calphalon,03/01/2007,home furniture & patio,patio & garden
